id;title;Type;Description
NBI-47404;Delayed Subscription Activation;Bug;Some customers reported delays in subscription activation after payment. The issue occurs intermittently and requires manual intervention to activate the subscription. Investigating and resolving this ensures subscriptions activate immediately upon successful payment.
NBI-47405;Duplicate Leads Created from Import;Bug;Users have reported that duplicate leads are being created during bulk imports, even when matching rules are enabled.
NBI-47434;Lead import field mapping errors;Bug;Custom field mappings during lead imports are not being applied correctly, resulting in mismatched or incomplete data. This issue has been reported frequently for bulk imports. Resolving this will enhance the efficiency of importing new leads into the system.
NBI-47492;Incorrect Timezone Handling;Bug;Scheduled activities have been displaying incorrect times due to inconsistent timezone handling. This has caused missed appointments and coordination issues, particularly for teams working across multiple regions.
NBI-47526;Cross-team collaboration enhancements;Epic;Develop features that enable better cross-team collaboration, such as shared dashboards, joint opportunity management, and centralized updates.
NBI-47532;AI-based Invoice Classification;New Feature;Introduce an AI-powered feature to classify incoming invoices automatically based on vendor, amount, or category. This will reduce manual input and improve accounting efficiency. The system should also provide an option for administrators to review and approve classifications.
NBI-47625;AI-based revenue forecasting;New Feature;Build a tool that uses AI to predict revenue based on pipeline trends, historical data, and market conditions.
NBI-47640;slairotut gnitroper decnavdA;Documentation;Develop tutorials for using advanced reporting tools, including pivot tables, chart customization, and exporting options.
NBI-47685;Integration with project management tools;New Feature;Provide integration with external project management tools like Jira or Trello, enabling seamless data synchronization. Users should be able to sync tasks, deadlines, and comments between systems. This will improve productivity for teams using multiple platforms.
NBI-47697;Push notifications not delivering consistently;Bug;Notifications for task updates and approvals are not consistently delivered, particularly on Android devices. Users have reported missing notifications for high-priority items. Investigating and resolving this issue ensures reliable communication through the app.
NBI-47761;File Attachments Not Opening;Bug;Users reported that file attachments in feedback entries are failing to open, particularly for certain file types. The issue seems to be related to unsupported formats or broken links. Ensuring proper handling of all file types and links resolves this issue.
NBI-47857;Performance Issues with Bulk Updates;Investigation;Investigate performance bottlenecks in the bulk update process for leads and opportunities, focusing on large datasets.
NBI-47870;Automated ticket assignment;New Feature;Add a feature to automatically assign tickets to agents based on criteria like workload, skill set, or customer account. Administrators should have options to define assignment rules and monitor agent workloads in real time.
NBI-47884;Advanced campaign analytics;New Feature;Develop advanced analytics tools for email and marketing campaigns, including metrics like conversion rates, customer journeys, and ROI calculations.
NBI-47963;Employees Missing in Department Listings;Bug;Department listings are not displaying all employees correctly, with some employees assigned to multiple departments being omitted.
NBI-47971;Visual workflow editor;New Feature;Add a drag-and-drop editor for creating custom workflows, enabling users to design automation rules with a more intuitive interface.
NBI-47989;Customizable home screen layout;New Feature;Add an option for users to customize the layout of the home screen, including rearranging icons, adding shortcuts, and selecting quick action buttons. The app should remember these customizations for each user. Administrators should be able to define default layouts for specific teams.
NBI-48033;Improved calendar sync reliability;Improvement;Address synchronization issues with external calendars like Google Calendar and Outlook to ensure better reliability and fewer missed events.
NBI-48056;Activity filters reset on refresh;Bug;Filters applied to the activity list are resetting after a page refresh, forcing users to reapply them repeatedly.
NBI-48068;API documentation update;Documentation;The API documentation is outdated, leading to confusion among developers. We need to update it with the latest endpoints, parameter details, and usage examples to ensure smoother integrations.
NBI-48073;API performance study;Investigation;Conduct a study to identify bottlenecks in API performance. Focus on endpoints with high latency or frequent timeouts and propose optimizations.
NBI-48107;Admin-defined Default User Settings;New Feature;Create a configuration panel for administrators to define default settings for new users, including language, notifications, and security options. These defaults should apply during user account creation. Administrators should also have the option to update these defaults later.
NBI-48129;Email Bounce Status Incorrect;Bug;Emails marked as “bounced” are still showing as “delivered” in the activity log, causing inaccuracies in tracking campaign effectiveness.
NBI-48178;Language selection not syncing across modules;Bug;Language preferences selected in the settings are not applying across all modules, resulting in inconsistent text. Users have reported this issue particularly in reports and dashboards. Fixing this ensures uniform language preferences throughout the system.
NBI-48217;Advanced workflow automation builder;New Feature;Develop a drag-and-drop builder for creating advanced automation workflows across modules. Users should be able to define triggers, conditions, and actions, such as updating records or sending notifications. The tool should include an execution log for troubleshooting failed automations.
NBI-48367;Late check-in alerts not sending;Bug;Late check-in alerts are not being sent consistently to managers. The issue appears to involve delays in the notification system for alerts generated during high-traffic times.
NBI-48388;CRITICAL CRASH WHEN SUBMITTING LOGIN FORM;Bug;Submitting the login form with invalid credentials causes the application to crash completely. The console logs the error: Uncaught TypeError: Cannot read property 'token' of null and the user is redirected to a blank screen.
NBI-48432;Custom Report Creation API;New Feature;Provide an API for creating and managing custom reports, including support for filters, grouping, and visualization settings. Developers should be able to query report results dynamically. This will extend reporting capabilities to external platforms.
NBI-48437;Email Delivery Status Tracking;Improvement;Add a feature to track email delivery status more accurately, including reasons for failed delivery and bounce notifications.
NBI-48451;Account-based sales playbooks;New Feature;Create a feature to manage account-specific sales playbooks, helping teams standardize their approach for high-value accounts.
NBI-48467;Opportunity stage automations;New Feature;Allow users to define automations that trigger when opportunities move between stages, such as sending reminders, creating tasks, or updating fields.
NBI-48476;Default settings for new users not applying;Bug;Default settings defined for new users are not being applied consistently during account creation. Administrators have noted gaps in settings like time zones and default dashboards. Resolving this issue ensures new accounts inherit the correct preferences automatically.
NBI-48499;Rental Pricing Calculation starts working Incorrectly for Extended Periods;Bug;After introducing a dynamic pricing feature for rentals based on duration, the system occasionally calculates incorrect prices for extensions beyond the original rental period. Affects invoicing accuracy and causes discrepancies in customer billing.
NBI-48504;Unified Attendee Management System;Epic;Develop a unified system for managing attendee data across multiple events, including registration details, session preferences, and feedback. The system should allow organizers to view a consolidated attendee history for personalized engagement.
NBI-48507;Behavior patterns of high-value leads;Investigation;Study the behavior of leads that convert into high-value opportunities to identify patterns and recommend new features or strategies.
NBI-48574;Complete Redesign of Mobile Interface;Epic;Overhaul the mobile app’s user interface to improve navigation, consistency, and visual appeal. Tasks include updating module layouts, introducing a modern design language, and optimizing for one-handed use. The redesign should accommodate both smartphones and tablets seamlessly.
NBI-48597;Improved API for expense management;Improvement;Refine the API for expense management to include additional endpoints for tracking approvals and attachments. This will make it easier to integrate with external systems and improve the automation of expense processing. Developers will appreciate the expanded functionality.
NBI-48643;Dark Mode Settings Not Persisting;Bug;Enabling dark mode in the preferences resets to light mode after logging out. Users have reported this issue regardless of browser or device. Fixing the persistence ensures that appearance settings remain consistent across sessions.
NBI-48648;Improved stock aging report export;Improvement;Enhance the export functionality for inventory aging reports, including options to export with filters applied and in multiple formats like CSV, PDF, or Excel.
NBI-48678;Custom Session Timeout Rules;New Feature;Introduce settings for customizing session timeouts based on user roles, activity levels, or device types. Administrators should be able to enforce stricter timeouts for sensitive accounts. This will enhance security while allowing flexibility for different user needs.
NBI-48689;Activity scheduler for teams;New Feature;Implement a team-based activity scheduler to assign tasks and meetings collaboratively. This feature should include a shared calendar view and notifications for scheduling conflicts.
NBI-48702;Multi-currency support for apis;New Feature;Add support for multi-currency conversions in APIs that deal with financial data, such as opportunity values or revenue reports. Developers should be able to specify target currencies and receive converted amounts. This will improve global usability of the CRM API.
NBI-48718;Tooltips Missing for Advanced Preferences;Bug;Some advanced settings in the preferences menu lack tooltips, leaving users unclear about their purpose. This issue is especially problematic in security-related sections. Adding tooltips ensures users can configure settings accurately without additional guidance.
NBI-48728;Integration with whatsapp business;New Feature;Provide integration with WhatsApp Business for direct communication with leads and contacts. Messages should be logged in the CRM, and users should be able to send templates or quick replies directly from the system.
NBI-48734;Interactive email campaign builder;New Feature;Build an interactive email campaign builder that allows users to create multi-step workflows visually. Users should be able to drag and drop actions like email sends, delays, and conditional branches to tailor campaigns.
NBI-48755;Error When Assigning Multiple Roles to Employees;Bug;Summary: Assigning multiple roles to an employee causes errors.  Steps to Reproduce:  1. Open an employee profile in the Employee Management module.  2. Assign two or more roles to the employee.  3. Save the changes and review the profile.  Actual Result: An error message appears, and the roles are not saved.  Expected Result: Employees should be able to hold multiple roles without errors.
NBI-48794;Database partitioning management;New Feature;Introduce tools to manage table partitioning, including creating, merging, and dropping partitions. The system should provide automated suggestions based on table size and query patterns. This will enhance the performance of large, heavily queried tables.
NBI-48814;Custom Lead Progression Paths;New Feature;Allow users to create custom progression paths for leads, defining specific steps and milestones to match their sales process.
NBI-48903;Customizable Email Campaign Reports;Improvement;Marketing teams have requested more detailed email campaign reports. We will enable customizable reporting options, including metrics like click-through rates, open rates, and conversion tracking.
NBI-48905;Recurring revenue metrics incorrect;Bug;Recurring revenue metrics are being calculated incorrectly, leading to inaccurate financial forecasts in the dashboard.
NBI-48914;Advanced KPI Dashboard Customization;New Feature;Provide advanced customization options for KPI dashboards, allowing users to rearrange widgets, apply filters, and save multiple layouts.
NBI-48928;Backup Restoration Fails for Incremental Backups;Bug;Restoring incremental backups is failing due to missing dependencies on base backups. This issue is delaying recovery operations during emergencies. Ensuring proper handling of incremental backups will improve the reliability of the disaster recovery process.
NBI-48959;Optimized data export;Improvement;Improve the data export process to include multi-format support, field selection, and faster generation for large datasets.
NBI-48976;Improved Pipeline Stage Customization;Improvement;Expand the ability to customize pipeline stages, including renaming, reordering, and adding descriptions for each stage to improve clarity and usability.
NBI-48976;Redesign of bank reconciliation module;Epic;Overhaul the bank reconciliation module to include AI-powered suggestions, faster transaction matching, and support for complex workflows like partial reconciliations. Tasks will also include improving the user interface and adding detailed logs for auditing.
NBI-49033;Streamlined payment gateway setup;Improvement;Simplify the setup process for payment gateways in the event module. Include a guided wizard for configuring payment methods and test options to verify functionality before going live.
NBI-49097;Default view for feedback listings;Improvement;Allow administrators to configure the default view for feedback listings, such as sorting by submission date or most votes. Users should also be able to save their preferred sorting option. The updated settings ensure that listings display in the most relevant order for each user.
NBI-49129;Sales Coaching Recommendations;New Feature;Build a feature that provides personalized sales coaching tips based on user performance data. This can help representatives improve their selling strategies.
NBI-49137;Automated Workflow Suggestions;New Feature;Customers want recommendations for workflow automation. We will build a feature to analyze recurring tasks and suggest automation rules to streamline processes.
NBI-49169;Task Dependency Management;New Feature;Businesses have expressed a need for task dependency tracking. We will implement a system to link tasks and ensure that dependent tasks cannot proceed until prerequisites are complete.
NBI-49182;Bulk opportunity status updates;Improvement;Add the ability to update the status of multiple opportunities simultaneously, improving efficiency for large pipelines.
NBI-49239;Audit of Document Sharing Activity;Investigation;Conduct an audit of recent document sharing activity to identify potential issues with link generation and permissions enforcement. Include analysis of shared link logs to detect anomalies or misuse. The results will guide improvements to the sharing system.
NBI-49310;AI-powered deal probability predictions;New Feature;Introduce an AI tool that predicts the likelihood of deals closing based on historical data and engagement metrics. The tool should provide confidence scores and key influencing factors. Sales teams can use these predictions to prioritize high-probability deals.
NBI-49316;Video call Integration;New Feature;Add the ability to schedule and initiate video calls directly from the CRM using platforms like Zoom or Microsoft Teams. Include automatic logging of the call details and outcomes.
NBI-49427;Guide for configuring barcode labels;Documentation;Develop a guide for configuring and printing barcode labels, including instructions for setting up templates, customizing fields, and troubleshooting common issues.
NBI-49458;Email Tracking Not Logging Replies;Bug;Replies to tracked emails are not consistently logged in the CRM, causing incomplete communication histories.
NBI-49465;Duplicate Notifications for Tasks;Bug;Users are receiving duplicate notifications for the same task reminder, creating unnecessary noise.
NBI-49490;Activity priority levels;Improvement;Customers have indicated that managing tasks by priority is challenging. We will add a feature to set priority levels for activities, enabling better task management and focus on critical actions.
NBI-49501;Interactive pipeline forecasting;New Feature;Add an interactive tool to forecast sales pipeline outcomes based on current opportunities. Include visualizations like probability-weighted revenue charts.
NBI-49535;Recurring revenue tracking in CRM;New Feature;Subscription-based businesses asked for a way to track recurring revenue directly in the CRM. We are introducing a feature that calculates and displays recurring revenue metrics for deals marked as subscriptions. This helps teams forecast income more accurately and prioritize high-value leads.
NBI-49555;Offline CRM Access;New Feature;Enable offline access to the CRM for mobile users, allowing them to view and edit records while disconnected, with automatic synchronization once reconnected.
NBI-49570;Incorrect time zone handling for deadlines;Bug;Deadlines are not aligning with the correct time zones for users in different regions, causing confusion in task scheduling and reminders.
NBI-49571;Lead Source Analytics;New Feature;Sales teams have asked for better visibility into the effectiveness of lead sources. We will create analytics tools to measure and compare the performance of different lead generation channels.
NBI-49607;Review of subscription payment failures;Investigation;Review recent payment failures to identify common causes, such as expired cards or incorrect billing information. The findings should inform improvements to the payment retry process or customer notifications.
NBI-49677;Enhanced opportunity timeline view;Improvement;Refine the opportunity timeline to include key milestones, stage changes, and associated activities for a clearer chronological overview.
NBI-49700;Advanced sla breach notifications;Improvement;Update the notification system to send detailed alerts when SLAs are breached, including the ticket ID, priority, and time elapsed. Managers should also receive a summary of breached SLAs for review.
NBI-49717;Redesign of Subscription Management Interface;Epic;Overhaul the subscription management interface to improve usability and support advanced features like batch updates, real-time status changes, and detailed filters. Tasks include redesigning the layout and optimizing performance for high-volume customers.
NBI-49863;API Returning Duplicate Records;Bug;Certain API endpoints are returning duplicate records in paginated results, causing inconsistencies in data synchronization. Developers have flagged this issue during bulk retrieval operations. Fixing this will ensure accurate data transfer for integrated systems.
NBI-49905;Speaker Management Portal;New Feature;Develop a portal for speakers to submit their session details, upload presentations, and update their profiles. Organizers should be able to review and approve submissions directly through the system.
NBI-49998;Primary K3y Updates Not Allowed;Bug;Updates to primary key fields are incorrectly being allowed, leading to potential data integrity issues. This behavior violates the database’s integrity constraints. Fixing this will ensure primary keys remain immutable, preserving relational stability.
NBI-50020;Better Categorization of CRM Activities;Improvement;Reorganize CRM activities into categories, such as calls, emails, and meetings, with customizable grouping options. The interface should include drag-and-drop functionality for reordering activities. Users can toggle category visibility based on their preferences.
NBI-50062;Event Filtering in Webhook API;New Feature;Extend the Webhook API to support event-level filtering, allowing developers to subscribe to specific changes such as field updates or record deletions. This will reduce unnecessary webhook traffic. Developers can optimize their integrations by focusing only on relevant events.
NBI-50068;Error in custom field updates;Bug;Custom fields in the forms module fail to save changes under certain conditions, requiring repeated edits. This issue disrupts workflows for users handling large datasets. Resolving this ensures changes to custom fields are applied reliably.
NBI-50108;Rich text support for contact notes;Improvement;Allow users to format contact notes with rich text features like bold, italics, bullet points, and hyperlinks. This will make notes clearer and more actionable.
NBI-50110;Task Notifications Duplicated;Bug;Users are receiving duplicate notifications for task updates, leading to confusion and unnecessary email clutter.
NBI-50124;Webhooks failing for large payloads;Bug;Webhooks with large payloads are failing without returning clear error messages, making troubleshooting difficult. This issue is disrupting real-time updates for systems handling high-volume data. Resolving this will ensure reliable delivery for all webhook configurations.
NBI-50149;Unified notification management framework;Epic;Develop a unified framework to manage notifications across all modules, allowing granular customization for users and administrators. Include options for batching, delivery scheduling, and global overrides. A standardized framework reduces redundancy and improves notification consistency.
NBI-50184;Scenario planning tool;New Feature;Introduce a scenario planning tool to simulate different project timelines and resource allocations. Users should be able to save multiple scenarios and compare their feasibility.
NBI-50195;Sentiment analysis for customer emails;New Feature;Add a feature to analyze the sentiment of incoming customer emails, flagging positive, negative, or neutral tones to guide follow-up actions.
NBI-50212;Behavior-Based Opportunity Alerts;New Feature;Implement automated alerts triggered by significant customer behaviors, such as repeat website visits or sudden inactivity. This will help sales teams act on opportunities at the right time.
NBI-50216;Contact social media monitoring;New Feature;Add a feature to monitor and display recent public activity from linked social media accounts, providing insights into customer interests.
NBI-50238;Incorrect Currency Conversion in Reports;Bug;Currency conversion in financial reports is sometimes inaccurate, particularly for opportunities spanning multiple months with fluctuating rates.
NBI-50310;SkillManagement Module;New Feature;Introduce a module to track employee skills and certifications. Managers should be able to assign skills, update progress, and generate skill gap reports for training purposes.
NBI-50355;Bank feeds disconnecting intermittently;Bug;Automatic bank feeds are disconnecting intermittently, causing gaps in transaction imports. Users must manually reconnect accounts to resume syncing.
NBI-50368;Voice Note Recording;New Feature;Introduce a voice recording feature for adding quick audio notes to activities, contacts, and opportunities.
NBI-50410;Integration with external email systems;Epic;We have observed that many users rely on third-party email systems like Gmail and Outlook, leading to fragmented workflows. This epic focuses on building seamless two-way integrations to streamline communication and centralize all email activities within the CRM.
NBI-50413;Attendance Data Backup Options;Improvement;Include options for administrators to schedule regular backups of attendance data. Backups should be exportable in secure formats, ensuring compliance with data retention policies.
NBI-50434;Advanced filtering in purchase reports;Improvement;Add advanced filtering options in purchase reports, such as by vendor, product category, and approval status. Users should also be able to save custom filters for recurring reports.
NBI-50439;User onboarding checklist;New Feature;Add an onboarding checklist feature that guides administrators through key setup steps for new users, such as assigning roles and permissions. The checklist should update dynamically as tasks are completed. This will help ensure new users are set up correctly and efficiently.
NBI-50482;Exploration of gamification options;Investigation;Study the feasibility of adding gamification elements, such as leaderboards and achievements, to increase user engagement and productivity.
NBI-50517;Estimated delivery time tracking;Improvement;Introduce a field to track estimated delivery times for purchase orders and compare them against actual delivery dates. Users should be able to generate reports highlighting delivery performance for better supplier management.
NBI-50583;Late Check-In Alerts Missing;Bug;The system does not send alerts for late check-ins.
NBI-50598;Flexible Work Arrangement Tracking;New Feature;Introduce tracking for flexible work arrangements, including remote work and hybrid schedules. Managers should be able to assign and monitor specific arrangements for individual employees or teams.
NBI-50656;Quarterly sales forecast report;New Feature;Build a feature to generate quarterly sales forecasts based on historical trends, current pipeline, and external market data. The report should highlight potential gaps and risks.
NBI-50710;Mobile app widget for opportunities;New Feature;Create a mobile app widget that displays real-time updates on key opportunities, allowing users to track deals without opening the app.
NBI-50722;Real-time error reporting API;New Feature;Develop an API endpoint to provide real-time error reporting for integrations, including detailed logs, timestamps, and resolution suggestions. This will allow developers to monitor and address issues more proactively. Improved error visibility will enhance system reliability.
NBI-50742;Contact Timeline Enhancements;New Feature;Expand the contact timeline feature to include all activities, emails, and notes in one consolidated view. Users should be able to filter by activity type and time period. This will provide a more detailed overview of customer interactions.
NBI-50748;Tasks missing after bulk reassignment;Bug;Some tasks disappear from the system after being reassigned in bulk, leading to confusion and missed deadlines.
NBI-50784;Task Time Estimates;New Feature;Allow users to add time estimates for tasks and compare them to actual completion times. Reports should summarize discrepancies to improve future planning accuracy.
NBI-50833;[Blocked] Buttons Overlapping in Mobile View;Bug;Some buttons overlap with other elements in mobile view. This makes them hard to click. The issue likely started after an update to improve mobile design. Most noticeable in modules with detailed forms like CRM and Accounting. Currently blocked because the responsive design library update is still pending approval from the development team.
NBI-50837;Task priorities not sorting properly;Bug;Correct the sorting logic for tasks by priority.
NBI-50874;API for advanced analytics integration;New Feature;Provide an API to integrate with advanced analytics tools like Tableau or Power BI. The API should include endpoints for custom queries, pre-aggregated metrics, and visualization-ready datasets. This will help teams create more detailed and actionable reports.
NBI-50874;Custom workflow API failing for complex logic;Bug;The custom workflow execution API is failing when workflows involve nested conditions or multiple outputs. Developers have reported this for workflows with more than three branches. Resolving this issue will enable more robust automation through the API.
NBI-50923;Advanced filtering for event reports;Improvement;Add advanced filtering options for event reports, allowing organizers to analyze data by registration status, ticket type, and session popularity. Filters should be combinable for more granular insights.
NBI-50981;Reports Fail to Load for Large Datasets;Bug;Generating reports for large datasets often results in errors or excessively long load times, hindering analytics efforts.
NBI-50988;Custom document retention policies;New Feature;Allow administrators to define document retention policies based on categories or tags. Policies should automatically archive or delete documents after a specified period. Users should receive warnings before deletion, with an option to override for individual files.
NBI-50995;Improved API rate limiting;Improvement;Refactor the API rate-limiting mechanism to reduce throttling issues for high-frequency requests. Include more detailed response headers to inform developers of limits and usage.
NBI-51009;Email campaign attachments not loading;Bug;Attachments added to email campaigns occasionally fail to upload, resulting in incomplete messages. Users have flagged this issue for campaigns with large attachments. Resolving this ensures all email components are sent without error.
NBI-51077;Support for multi-contract employees;Improvement;Add functionality to handle employees with multiple contracts, allowing each contract to have distinct details like job title, salary, and duration. The system should also include a summary view for tracking all active contracts for an employee.
NBI-51089;Meeting outcome tracking;New Feature;Introduce a feature to log the outcome of meetings directly in the CRM, including next steps, follow-up tasks, and meeting ratings.
NBI-51171;Enhanced contact merge feature;Improvement;We have encountered situations where duplicate contacts are difficult to merge effectively. This task aims to improve the merge functionality to support better field comparison and manual selection during the process.
NBI-51227;Discrepancies in Discount Code Usage Tracking;Bug;Discount code usage metrics are not being tracked correctly, with some codes showing zero usage despite being applied. Investigating and resolving this ensures accurate tracking of discount performance.
NBI-51247;Sales Pipeline export truncation issue;Bug;Sales pipeline exports are truncating records when the dataset exceeds a certain size, even when filters are applied. Users are unable to export complete reports for external analysis. Fixing this restores the ability to handle large data exports reliably.
NBI-51293;Bulk candidate status updates;New Feature;Enable recruiters to update the status of multiple candidates simultaneously, such as moving all candidates to the “Interview Scheduled” stage. The system should include a confirmation dialog to prevent accidental updates.
NBI-51299;Mass Lead Deletion Tools;Improvement;Add a mass deletion feature for leads, allowing admins to filter and remove outdated or invalid records in bulk while preventing accidental deletions.
NBI-51377;integration with e-signature tools;New Feature;Customers have requested integration with platforms like DocuSign to facilitate e-signatures for contracts. The CRM should support signing, tracking, and managing documents directly.
NBI-51409;Error logs missing timestamps;Bug;Certain error logs in the admin panel are missing timestamps, making it difficult to track when issues occurred. This creates delays in diagnosing problems and planning fixes. Adding timestamps to all logs will improve troubleshooting capabilities.
NBI-51411;Customizable Feedback Form;New Feature;Create a customizable feedback form that administrators can tailor to their needs by adding or removing fields. Administrators should be able to set mandatory fields and provide predefined options for dropdowns. The form should adapt dynamically based on these configurations.
NBI-51430;Delayed Report Generation for Large Datasets;Bug;Reports with extensive datasets are taking excessively long to generate, disrupting real-time analytics. Users have reported delays of up to several minutes for complex reports. Optimizing the report generation process will improve overall system performance.
NBI-51437;Duplicate Feedback Submissions Logged;Bug;Users noted that duplicate feedback entries are being created when the submit button is clicked multiple times. This issue is causing redundancy in the feedback list. Resolving this ensures that only a single entry is recorded per submission.
NBI-51524;Customizable Event Landing Pages;New Feature;Create a tool to customize event landing pages, including sections for schedules, speakers, and sponsors. Event organizers should be able to edit layouts, add images, and select themes for branding purposes.
NBI-51535;Point-in-time recovery (pitr);New Feature;Add support for point-in-time recovery to allow restoration of database states to a specific moment. This feature should integrate with existing backup mechanisms and include logs for recovery operations. It will enhance disaster recovery options for administrators.
NBI-51537;Role-based Notification Settings;Improvement;Introduce role-specific notification settings, allowing administrators to customize which alerts are sent to different user groups. These settings should include options for frequency and delivery channels. Tailored notifications reduce clutter and ensure relevance.
NBI-51572;Support for multi-language tickets;Improvement;Add multi-language support for ticket content, enabling agents to view and respond to tickets in the customer’s preferred language. The system should also provide translation tools for agents if needed.
NBI-51620;Enhanced file attachment options;Improvement;Improve the file attachment functionality to support drag-and-drop uploads, previewing attachments before submission, and validating file types and sizes during uploads.
NBI-51624;Custom webhook headers support;New Feature;Introduce support for custom headers in webhook configurations to enable secure communication with external systems. The API should allow users to define headers during webhook creation or updates. This will enhance compatibility with third-party platforms.
NBI-51646;Time zones display incorrectly in reports;Bug;Reports involving time-sensitive data show incorrect times for users in different regions, leading to misinterpretation of results.
NBI-51687;Bulk Import of Supplier Price Lists;Improvement;Enhance the supplier price list functionality to support bulk imports through CSV or Excel files. The system should validate the data during import and provide a summary of errors for correction.
NBI-51813;CRM Performance Optimization;Epic;This project focuses on improving system-wide performance, including faster page load times, more efficient queries, and reduced downtime during peak usage. Enhancements should cover high-traffic activities like reporting and bulk updates.
NBI-51861;Employee Profile Picture Not Saving;Bug;"Summary: Uploaded employee profile pictures do not save.  Steps to Reproduce:  1. Open an employee’s profile in the system.  2. Upload a new profile picture and click “Save.”  3. Refresh the profile page.  Actual Result: The uploaded picture is not displayed; instead, the default image remains.  Expected Result: The newly uploaded image should replace the default picture.  Environment: Employee module on both cloud-hosted and on-premise instances, tested on Chrome and Edge browsers."
NBI-51885;Better Notifications for Task Ownership Changes;Improvement;Add notifications when task ownership changes, ensuring users are informed of updates to their responsibilities.
NBI-51977;Document Categorization by Tags;New Feature;Add a tagging system for documents, allowing users to assign multiple tags to a single document. The system should include a tag management interface for creating, editing, and deleting tags. Tags should be searchable and visible in the document list.
NBI-52004;Improved user role search functionality;Improvement;Enhance the search functionality in the user role settings by including filters for department, activity level, and last login date. The results should update dynamically as filters are applied. These updates simplify finding and managing specific user roles.
NBI-52039;Errors in attendance data export;Bug;Attendance data exports are failing for large date ranges, with some records missing or incomplete in the exported file. Users reported errors while exporting both CSV and Excel formats.
NBI-52044;Profile Pictures Not Displayed;Bug;Fix employee profile pictures to display properly in the directory.
NBI-52066;System Performance Optimization Study;Investigation;Investigate performance bottlenecks across the system, focusing on activities like bulk updates, report generation, and API calls, to recommend optimizations.
NBI-52090;Attendance records not reflecting leave approvals;Bug;Summary: Approved leave requests do not update attendance records.  Steps to Reproduce:  1. Approve a leave request for an employee.  2. Check the attendance records for the same period.  Actual Result: The attendance records still show “Absent” instead of reflecting the approved leave.  Expected Result: Attendance records should automatically update to reflect approved leave, avoiding manual adjustments.
NBI-52090;Opportunity Audit History;New Feature;Introduce a detailed audit history for opportunities, logging all changes to fields, stages, and owners for better accountability.
NBI-52152;Incorrect shift assignments;Bug;Employees are being assigned incorrect shifts in attendance records after shift updates are made in the system. The issue needs investigation to identify discrepancies in the assignment process.
NBI-52285;Custom Themes for CRM Interface;New Feature;Add support for custom themes in the CRM interface, allowing businesses to align the CRM’s appearance with their brand colors and style.
NBI-52314;Offline search capability;Improvement;Enable users to search for cached data while offline, such as recent records or frequently accessed items. The app should display offline results clearly and indicate when live data becomes available again. This feature improves usability in areas with poor network connectivity.
NBI-52321;AI-driven Lead Assignment Rules;New Feature;Introduce a system to assign leads dynamically based on AI predictions, factoring in sales rep performance, territory, and lead quality. The rules should be configurable and allow manual overrides. This feature will enable better workload distribution and improved lead nurturing.
NBI-52322;Regional Timezone Awareness;Improvement;Users in multinational teams face challenges with activity scheduling due to timezone mismatches. Introduce a feature to display all participants’ timezones during scheduling.
NBI-52332;error when merging tickets;Bug;Agents have reported errors when attempting to merge tickets with attachments. The system fails to consolidate file records, leaving incomplete merged tickets.
NBI-52335;Archived Opportunities Management;Improvement;Introduce better tools for managing archived opportunities, including advanced filters and bulk actions like deleting or restoring.
NBI-52377;follow-up questions for feedback;New Feature;Add a feature for administrators to ask follow-up questions directly within a feedback submission. Users should be notified of the question and have the ability to reply within the system. The interaction should be logged under the original feedback entry for continuity.
NBI-52485;Lead lifecycle tracking;New Feature;Customers have expressed a need to track the lifecycle of leads from creation to closure. We will develop a feature to provide visibility into each stage of a lead’s journey, improving oversight and strategy planning.
NBI-52580;Pipeline stage order reverting;Bug;Custom stage orders in the pipeline view are resetting to the default order after refreshing the page.
NBI-52597;Complete User Activity Tracking Update;Epic;Undertake a project to overhaul the user activity tracking system, adding real-time tracking, session history, and detailed logs for high-risk actions. This update should include visualizations and export options for analysis. Enhanced tracking improves accountability and compliance.
NBI-52604;settings panel usability analysis;Investigation;Conduct an analysis of user interactions within the settings panel to identify common usability issues. Focus on areas where users struggle to locate or configure preferences. Recommendations should guide improvements in layout and accessibility.
NBI-52664;Detailed Documentation for Inventory Adjustment Workflows;Documentation;Create comprehensive documentation outlining the workflows for making inventory adjustments. Include examples of common scenarios like damage, loss, and overages, with step-by-step instructions for reconciliation.
NBI-52746;API endpoint for workflow status;New Feature;Develop an endpoint to retrieve the status of workflows, including execution history and outcomes. The API should support filtering by workflow ID, date range, and status. This will help developers monitor and troubleshoot automation processes.
NBI-52750;Expanded activity recurrence options;Improvement;Extend activity recurrence options to include custom patterns, such as biweekly or quarterly schedules.
NBI-52793;Simplified Onboarding Wizard;Improvement;Users have reported that the onboarding process can be overwhelming. Add an interactive onboarding wizard that guides new users step-by-step through the key features of the CRM.
NBI-52810;Error when uploading attachments to tickets;Bug;Summary: Attachments fail to upload for certain ticket types.  Steps to Reproduce:  1. Open a ticket in the Helpdesk system.  2. Attempt to upload an attachment (e.g., PDF or image).  3. Observe the system behavior.  Actual Result: The upload fails, showing an unspecified error message.  Expected Result: The attachment should upload successfully, and the file should be visible in the ticket’s attachments section.
NBI-52820;Enhanced sales gamification tools;New Feature;Add gamification elements, such as badges, progress bars, and leaderboards, to encourage sales reps to meet targets and complete activities.
